,2107,2105,2024,2064,2019,2076,2087,2016,2070,2030,2078,2056,2054,15471,2023,2026,2021,2046,2063,2086,2079,2060,2049,2083,2061,2017,2094,2085,2039,2028,2051,2044,2068,2089,2013,2035,9341,2099,2034,2041,2058,2015,15030,2074,2067,2072,16382,16383,16384,11992
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.254099648374108e-05,4.552989466376992e-05,3.837188823258233e-05,0.00011200108935599175,3.384912903929891e-05,1.8396066828613588e-05,0.00020272541042909333,2.0442586569816575e-05,2.4377612572014124e-05,4.443673307582982e-06,9.345109744891087e-06,3.4020831847293857e-05,1.6960170157817043e-05,1.3694057952760181e-05,0.00036431718961469907,1.713229021520036e-05,3.265678595412501e-05,3.497045935587901e-05,2.289787900223974e-05,2.9230616059434267e-05,9.218972449912539e-06,4.353437074302053e-06,4.7820060239279066e-05,5.8805404973170534e-06,3.701697077460245e-05,1.4179795980089432e-05,7.75682606922844e-06,2.6150417827419095e-06,1.7948743341115227e-06,2.138281023710442e-06
2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50685948279703e-05,6.326664605284138e-05,0.00018466470127475758,5.580962951695127e-05,3.0330992359715563e-05,0.0003342487789444739,3.370524486775088e-05,4.0193221059612225e-05,7.326621630430829e-06,1.540799209492524e-05,5.609272897543636e-05,2.7963520477979993e-05,2.2578433260126072e-05,0.0006006774164099548,2.8247307887217206e-05,5.3843722927053614e-05,5.765845196262793e-05,3.775347195360057e-05,4.8194736441675464e-05,1.5200019957950921e-05,7.177842300168969e-06,7.884456472525329e-05,9.695693680438944e-06,6.103269074875924e-05,2.337930643225604e-05,1.2789268186146372e-05,4.311617970930115e-06,2.959345615656747e-06,3.5255463027676994e-06
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.955919971174587e-05,0.00020303160728565048,6.136050205926487e-05,3.3347738289188734e-05,0.00036749344273105563,3.705759678063232e-05,4.419087252402799e-05,8.055333560402108e-06,1.6940483906682002e-05,6.167175882724036e-05,3.0744795669217323e-05,2.4824103161841294e-05,0.0006604212958514973,3.105680881210344e-05,5.919906475172824e-05,6.33932099354335e-05,4.150846392645712e-05,5.298822533442794e-05,1.671182668660124e-05,7.891756513216457e-06,8.66865112357771e-05,1.0660035502724041e-05,6.710305334018093e-05,2.570463185111997e-05,1.4061299522408921e-05,4.740455109161121e-06,3.253684611692831e-06,3.8762000938441036e-06
2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.004767480967897e-05,2.7214336769828825e-05,1.479024046181298e-05,0.0001629890560792222,1.6435620388089335e-05,1.959933909699632e-05,3.5726656880081177e-06,7.513368023537854e-06,2.7352383986218783e-05,1.3635794936187626e-05,1.1009875747151186e-05,0.0002929071137310822,1.3774177616611508e-05,2.6255705715321452e-05,2.8115874319885156e-05,1.8409649174673462e-05,2.3501101860182077e-05,7.411954990995837e-06,3.500116724089526e-06,3.8446815638722114e-05,4.72789150045196e-06,2.976124755497719e-05,1.1400403912360485e-05,6.236404980107067e-06,2.102465551184115e-06,1.4430597174693197e-06,1.7191550134193816e-06
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018461283372271198,0.00010033197671466825,0.001105662495583369,0.00011149367627433234,0.0001329552713480142,2.4235752727889457e-05,5.0968141291053046e-05,0.00018554929923428505,9.250060967946343e-05,7.468726420957442e-05,0.001986982550439565,9.343935086530478e-05,0.0001781098056693737,0.0001907285587992037,0.0001248848182751003,0.0001594235070547194,5.028018966201492e-05,2.3743605154133136e-05,0.00026081016203739066,3.207241296431749e-05,0.00020189021296814204,7.733647487517298e-05,4.230565695418343e-05,1.4262413465787519e-05,9.789227859062143e-06,1.1662164737662113e-05
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9008966185607394e-05,0.0005400808160377615,5.446109993404486e-05,6.494440367923565e-05,1.1838391157205507e-05,2.489630918147049e-05,9.063490653430711e-05,4.518359350998541e-05,3.648234317711224e-05,0.0009705775149115342,4.564213859740832e-05,8.700095153312463e-05,9.316480941467625e-05,6.10022451102105e-05,7.787329146973166e-05,2.456026678273708e-05,1.1597992785815436e-05,0.00012739743430455677,1.5666349392568824e-05,9.861692099119381e-05,3.777639797579426e-05,2.066496224851478e-05,6.966733459839651e-06,4.781725157198491e-06,5.696595003848925e-06
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023345904552809395,2.3541729369856548e-05,2.807331429873547e-05,5.117344327142681e-06,1.0761849719676116e-05,3.917846763427333e-05,1.9531370678482043e-05,1.577010840570477e-05,0.00041954850739677775,1.9729584529562167e-05,3.7607629269207604e-05,4.027206084142117e-05,2.6369249741143992e-05,3.366204419559222e-05,1.0616589722772635e-05,5.013428074862187e-06,5.506969055792265e-05,6.772043863603991e-06,4.262882806397235e-05,1.6329485427050836e-05,8.932778612293909e-06,3.011488087866252e-06,2.066981381355309e-06,2.4624493091894863e-06
2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002714764400650185,0.0003237333717889695,5.901174033112575e-05,0.00012410255017854653,0.000451794800350297,0.00022523013913216592,0.00018185634632695842,0.004838112503684911,0.00022751588415188858,0.0004336803449266601,0.0004644058021204528,0.00030408259029930396,0.00038818099469072135,0.00012242745374770823,5.781340805099474e-05,0.0006350478044017248,7.809325862055676e-05,0.0004915833626806096,0.0001883069209650154,0.00010301022917456393,3.4727612935647334e-05,2.3835833734861807e-05,2.8396255933316705e-05
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.398443353177087e-05,1.166340299100325e-05,2.4528306517002172e-05,8.929519441652513e-05,4.451571608764428e-05,3.594308254223798e-05,0.0009562310064006946,4.49674832300826e-05,8.571495441033429e-05,9.178770175388283e-05,6.0100545642410754e-05,7.672221407336357e-05,2.419723130023965e-05,1.1426558047575559e-05,0.0001255143200273049,1.543477858916447e-05,9.715922340952051e-05,3.721800938061022e-05,2.0359504876775074e-05,6.863755285156249e-06,4.7110444958290534e-06,5.61239127210166e-06
2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197620044834778e-05,4.621626990784345e-05,0.0001682501318942205,8.387657535270167e-05,6.772400707486723e-05,0.0018017318177033495,8.47277956428572e-05,0.00016150423859961893,0.0001729465177523616,0.00011324153329105573,0.00014456010450962362,4.559245751512535e-05,2.1529936870217144e-05,0.00023649425971012072,2.9082231696271686e-05,0.000183067546469966,7.012622603091797e-05,3.836140794811353e-05,1.2932697437561948e-05,8.876556716876269e-06,1.0574875590374704e-05
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65200614987706e-06,2.4216599788552795e-05,1.2072534113838304e-05,9.747660563144643e-06,0.00025932709748516144,1.2195052062956764e-05,2.3245649000624992e-05,2.489256060652546e-05,1.6299095045439158e-05,2.080684369687069e-05,6.562219503723988e-06,3.098849663824637e-06,3.403912243760203e-05,4.185867541484926e-06,2.6349301823565132e-05,1.00934170532479e-05,5.5214391403207285e-06,1.8614306836251483e-06,1.2776217117507477e-06,1.522064363948575e-06
